asin,itemName,sku,is_fba,kitFlag,channel_name,quantity
B017A680K8,AG-KC1540-MUS5Y,AG-KC1540-MUS5Y,FALSE,FALSE,Amazon US,2
B017A680K8,AG-KC1540-MUS5Y,AG-KC1540-MUS5Y-FBA,TRUE,FALSE,Amazon US,2
B002IM0WO2,AG-KC1540-MUS45,AG-KC1540-MUS45,FALSE,FALSE,Amazon US,3
B002IM0WO2,AG-KC1540-MUS45,AG-KC1540-MUS45-FBA,TRUE,FALSE,Amazon US,3
B00BN43Y64,AG-KC1540-MUS45,CBS-KC1540-MUS45,FALSE,FALSE,Amazon US,3
B004EBEVRO,AG-KC1540-NAV,AG-KC1540-NAV,FALSE,FALSE,Amazon US,1
B004EBEVRO,AG-KC1540-NAV,AG-KC1540-NAV-FBA,TRUE,FALSE,Amazon US,1
B00A93RX6M,AG-KC1540-NAV,CBS-KC1540-NAV,FALSE,FALSE,Amazon US,1
B004M69AFY,AG-KC1540-MUSTB,AG-KC1540-MUSTB,FALSE,FALSE,Amazon US,2
B004M69AFY,AG-KC1540-MUSTB,AG-KC1540-MUSTB-FBA,TRUE,FALSE,Amazon US,2
B00213265Q,AG-KC1540-NSM,AG-KC1540-NSM-FBA,TRUE,FALSE,Amazon US,1
B00A93RXXA,AG-KC1540-NSM,CBS-KC1540-NSM,FALSE,FALSE,Amazon US,1
B00213265Q,AG-KC1540-NSM,AG-KC1540-NSM,FALSE,FALSE,Amazon US,1
B001AZX7DG,AG-KC1540-NIS,AG-KC1540-NIS,FALSE,FALSE,Amazon US,1
B001AZX7DG,AG-KC1540-NIS,AG-KC1540-NIS-FBA,FALSE,FALSE,Amazon US,1
B00A93RXJO,AG-KC1540-NIS,CBS-KC1540-NIS,FALSE,FALSE,Amazon US,1
B0161YVN7W,AG-KC1540-ODY,AG-KC1540-ODY,FALSE,FALSE,Amazon US,2
B0085OLKFM,AG-KC1540-ODY,AG-KC1540-ODY-FBA,TRUE,FALSE,Amazon US,2
B00JVZMX3M,AG-KC1540-REG,AG-KC1540-REG,FALSE,FALSE,Amazon US,0
